nuid,year,birth_year,female,white,black,hisp,asian,natam,missing,group,awd_perf,cmpl_civ,trr_new,arrest_total,tenure,L_cmpl_civ,L_arrest_total,L_trr_new,tenure2,tenure3,L_cmpl_civ2,L_cmpl_civ3,L_arrest_total2,L_arrest_total3,L_trr_new2,L_trr_new3
24530,2015,1984,0,1,0,0,0,0,0,221,3,0,0,31,2.9166667,0,5,1,8.5069447,24.811924,0,0,25,125,1,1
24566,2015,1978,0,0,0,1,0,0,0,278,0,0,0,0,1.75,,,,3.0625,5.359375,,,,,,
24568,2014,1988,0,0,0,1,0,0,0,217,0,0,0,3,1.8333334,,,,3.3611112,6.1620374,,,,,,
24568,2015,1988,0,0,0,1,0,0,0,217,2,0,0,9,2.8333333,0,3,0,8.0277777,22.745369,0,0,9,27,0,0
24608,2014,1986,0,0,0,1,0,0,0,191,20,0,2,65,2.4166667,,,,5.8402781,14.114006,,,,,,
24608,2015,1986,0,0,0,1,0,0,0,191,28,0,0,102,3.4166667,0,65,2,11.673612,39.884842,0,0,4225,274625,4,8
24614,2014,1980,0,1,0,0,0,0,0,202,21,1,4,62,2.25,,,,5.0625,11.390625,,,,,,
24614,2015,1980,0,1,0,0,0,0,0,202,26,3,2,106,3.25,1,62,4,10.5625,34.328125,1,1,3844,238328,16,64
24619,2010,1984,0,1,0,0,0,0,0,124,8,0,0,29,1.8333334,,,,3.3611112,6.1620374,,,,,,
24619,2011,1984,0,1,0,0,0,0,0,124,27,0,0,126,2.8333333,0,29,0,8.0277777,22.745369,0,0,841,24389,0,0
24619,2012,1984,0,1,0,0,0,0,0,124,23,0,2,176,3.8333333,0,126,0,14.694444,56.328701,0,0,15876,2000376,0,0
24619,2013,1984,0,1,0,0,0,0,0,124,12,1,1,127,4.8333335,0,176,2,23.361113,112.91205,0,0,30976,5451776,4,8
24619,2014,1984,0,1,0,0,0,0,0,124,6,0,1,85,5.8333335,1,127,1,34.027779,198.49539,1,1,16129,2048383,1,1
24619,2015,1984,0,1,0,0,0,0,0,124,0,0,2,86,6.8333335,0,85,1,46.694447,319.07874,0,0,7225,614125,1,1
24627,2014,1984,0,1,0,0,0,0,0,188,25,2,2,66,2.25,,,,5.0625,11.390625,,,,,,
24627,2015,1984,0,1,0,0,0,0,0,188,10,0,3,56,3.25,2,66,2,10.5625,34.328125,4,8,4356,287496,4,8
24643,2013,1984,0,0,0,1,0,0,0,168,12,0,2,77,2.25,,,,5.0625,11.390625,,,,,,
24643,2014,1984,0,0,0,1,0,0,0,168,13,0,1,64,3.25,0,77,2,10.5625,34.328125,0,0,5929,456533,4,8
24643,2015,1984,0,0,0,1,0,0,0,168,24,2,2,109,4.25,0,64,1,18.0625,76.765625,0,0,4096,262144,1,1
24645,2014,1978,1,1,0,0,0,0,0,188,10,0,0,13,2.4166667,,,,5.8402781,14.114006,,,,,,
24645,2015,1978,1,1,0,0,0,0,0,188,0,0,0,6,3.4166667,0,13,0,11.673612,39.884842,0,0,169,2197,0,0
24661,2014,1980,1,0,0,1,0,0,0,190,2,1,1,25,2.4166667,,,,5.8402781,14.114006,,,,,,
24661,2015,1980,1,0,0,1,0,0,0,190,5,3,0,20,3.4166667,1,25,1,11.673612,39.884842,1,1,625,15625,1,1
24670,2009,1978,0,0,0,1,0,0,0,84,2,0,0,11,1.75,,,,3.0625,5.359375,,,,,,
24670,2010,1978,0,0,0,1,0,0,0,84,11,0,0,46,2.75,0,11,0,7.5625,20.796875,0,0,121,1331,0,0
24670,2011,1978,0,0,0,1,0,0,0,84,4,1,0,25,3.75,0,46,0,14.0625,52.734375,0,0,2116,97336,0,0
24670,2012,1978,0,0,0,1,0,0,0,84,14,1,1,45,4.75,1,25,0,22.5625,107.17188,1,1,625,15625,0,0
24670,2013,1978,0,0,0,1,0,0,0,84,4,0,1,29,5.75,1,45,1,33.0625,190.10938,1,1,2025,91125,1,1
24670,2014,1978,0,0,0,1,0,0,0,84,13,0,0,22,6.75,0,29,1,45.5625,307.54688,0,0,841,24389,1,1
24670,2015,1978,0,0,0,1,0,0,0,84,4,0,0,9,7.75,0,22,0,60.0625,465.48438,0,0,484,10648,0,0
24678,2014,1985,0,1,0,0,0,0,0,187,8,0,2,10,2.25,,,,5.0625,11.390625,,,,,,
24678,2015,1985,0,1,0,0,0,0,0,187,6,1,1,35,3.25,0,10,2,10.5625,34.328125,0,0,100,1000,4,8
24694,2010,1981,0,1,0,0,0,0,0,124,8,1,2,15,1.8333334,,,,3.3611112,6.1620374,,,,,,
24694,2011,1981,0,1,0,0,0,0,0,124,12,3,1,34,2.8333333,1,15,2,8.0277777,22.745369,1,1,225,3375,4,8
24694,2012,1981,0,1,0,0,0,0,0,124,43,2,7,146,3.8333333,3,34,1,14.694444,56.328701,9,27,1156,39304,1,1
24694,2013,1981,0,1,0,0,0,0,0,124,65,2,4,187,4.8333335,2,146,7,23.361113,112.91205,4,8,21316,3112136,49,343
24694,2014,1981,0,1,0,0,0,0,0,124,26,7,4,120,5.8333335,2,187,4,34.027779,198.49539,4,8,34969,6539203,16,64
24694,2015,1981,0,1,0,0,0,0,0,124,22,2,1,100,6.8333335,7,120,4,46.694447,319.07874,49,343,14400,1728000,16,64
24709,2014,1985,0,0,0,1,0,0,0,204,2,0,6,20,2.1666667,,,,4.6944447,10.171297,,,,,,
24709,2015,1985,0,0,0,1,0,0,0,204,5,0,0,38,3.1666667,0,20,6,10.027779,31.754633,0,0,400,8000,36,216
24753,2014,1985,0,1,0,0,0,0,0,193,7,0,2,50,2.25,,,,5.0625,11.390625,,,,,,
24753,2015,1985,0,1,0,0,0,0,0,193,12,1,2,42,3.25,0,50,2,10.5625,34.328125,0,0,2500,125000,4,8
24803,2009,1976,0,1,0,0,0,0,0,30,4,0,4,36,2.5,,,,6.25,15.625,,,,,,
24803,2010,1976,0,1,0,0,0,0,0,30,14,1,1,36,3.5,0,36,4,12.25,42.875,0,0,1296,46656,16,64
24803,2011,1976,0,1,0,0,0,0,0,30,8,0,2,41,4.5,1,36,1,20.25,91.125,1,1,1296,46656,1,1
24803,2012,1976,0,1,0,0,0,0,0,30,3,0,3,32,5.5,0,41,2,30.25,166.375,0,0,1681,68921,4,8
24803,2013,1976,0,1,0,0,0,0,0,30,6,0,1,55,6.5,0,32,3,42.25,274.625,0,0,1024,32768,9,27
24803,2014,1976,0,1,0,0,0,0,0,30,0,0,0,79,7.5,0,55,1,56.25,421.875,0,0,3025,166375,1,1
24803,2015,1976,0,1,0,0,0,0,0,30,0,0,0,84,8.5,0,79,0,72.25,614.125,0,0,6241,493039,0,0
24821,2014,1983,0,1,0,0,0,0,0,229,5,0,1,13,1.8333334,,,,3.3611112,6.1620374,,,,,,
24821,2015,1983,0,1,0,0,0,0,0,229,8,2,3,49,2.8333333,0,13,1,8.0277777,22.745369,0,0,169,2197,1,1
24830,2014,1976,0,1,0,0,0,0,0,185,14,0,1,52,2.4166667,,,,5.8402781,14.114006,,,,,,
24830,2015,1976,0,1,0,0,0,0,0,185,33,0,3,93,3.4166667,0,52,1,11.673612,39.884842,0,0,2704,140608,1,1
24858,2014,1988,0,1,0,0,0,0,0,226,4,1,0,18,1.9166666,,,,3.6736109,7.0410876,,,,,,
24858,2015,1988,0,1,0,0,0,0,0,226,6,0,2,25,2.9166667,1,18,0,8.5069447,24.811924,1,1,324,5832,0,0
24873,2015,1983,0,1,0,0,0,0,0,264,4,0,1,8,2.1666667,,,,4.6944447,10.171297,,,,,,
24909,2014,1979,0,0,0,1,0,0,0,208,6,0,0,12,2.1666667,,,,4.6944447,10.171297,,,,,,
24909,2015,1979,0,0,0,1,0,0,0,208,6,0,2,46,3.1666667,0,12,0,10.027779,31.754633,0,0,144,1728,0,0
24910,2015,1984,0,0,0,1,0,0,0,280,0,0,0,0,1.75,,,,3.0625,5.359375,,,,,,
24911,2008,1982,1,0,0,1,0,0,0,9,0,0,0,10,1.75,,,,3.0625,5.359375,,,,,,
24911,2009,1982,1,0,0,1,0,0,0,9,4,1,1,24,2.75,0,10,0,7.5625,20.796875,0,0,100,1000,0,0
24911,2010,1982,1,0,0,1,0,0,0,9,4,0,0,8,3.75,1,24,1,14.0625,52.734375,1,1,576,13824,1,1
24911,2011,1982,1,0,0,1,0,0,0,9,8,0,0,29,4.75,0,8,0,22.5625,107.17188,0,0,64,512,0,0
24911,2012,1982,1,0,0,1,0,0,0,9,6,0,0,10,5.75,0,29,0,33.0625,190.10938,0,0,841,24389,0,0
24911,2013,1982,1,0,0,1,0,0,0,9,0,0,0,0,6.75,0,10,0,45.5625,307.54688,0,0,100,1000,0,0
24911,2014,1982,1,0,0,1,0,0,0,9,2,0,0,0,7.75,0,0,0,60.0625,465.48438,0,0,0,0,0,0
24911,2015,1982,1,0,0,1,0,0,0,9,0,0,0,0,8.75,0,0,0,76.5625,669.92188,0,0,0,0,0,0
24913,2011,1981,1,0,0,1,0,0,0,139,2,0,0,7,2.0833333,,,,4.3402777,9.042244,,,,,,
24913,2012,1981,1,0,0,1,0,0,0,139,4,0,1,16,3.0833333,0,7,0,9.5069437,29.313076,0,0,49,343,0,0
24913,2013,1981,1,0,0,1,0,0,0,139,9,0,1,19,4.0833335,0,16,1,16.673613,68.083923,0,0,256,4096,1,1
24913,2014,1981,1,0,0,1,0,0,0,139,0,0,0,4,5.0833335,0,19,1,25.840279,131.35475,0,0,361,6859,1,1
24913,2015,1981,1,0,0,1,0,0,0,139,2,1,0,9,6.0833335,0,4,0,37.006947,225.1256,0,0,16,64,0,0
24923,2009,1981,0,1,0,0,0,0,0,64,32,3,4,89,2.25,,,,5.0625,11.390625,,,,,,
24923,2010,1981,0,1,0,0,0,0,0,64,57,3,3,106,3.25,3,89,4,10.5625,34.328125,9,27,7921,704969,16,64
24923,2011,1981,0,1,0,0,0,0,0,64,24,5,4,150,4.25,3,106,3,18.0625,76.765625,9,27,11236,1191016,9,27
24923,2012,1981,0,1,0,0,0,0,0,64,28,6,3,169,5.25,5,150,4,27.5625,144.70313,25,125,22500,3375000,16,64
24923,2013,1981,0,1,0,0,0,0,0,64,25,3,4,87,6.25,6,169,3,39.0625,244.14063,36,216,28561,4826809,9,27
24923,2014,1981,0,1,0,0,0,0,0,64,16,2,0,106,7.25,3,87,4,52.5625,381.07813,9,27,7569,658503,16,64
24923,2015,1981,0,1,0,0,0,0,0,64,3,0,0,100,8.25,2,106,0,68.0625,561.51563,4,8,11236,1191016,0,0
24925,2011,1984,0,1,0,0,0,0,0,138,10,3,6,86,2.0833333,,,,4.3402777,9.042244,,,,,,
24925,2012,1984,0,1,0,0,0,0,0,138,11,2,6,88,3.0833333,3,86,6,9.5069437,29.313076,9,27,7396,636056,36,216
24925,2013,1984,0,1,0,0,0,0,0,138,12,3,4,147,4.0833335,2,88,6,16.673613,68.083923,4,8,7744,681472,36,216
24925,2014,1984,0,1,0,0,0,0,0,138,22,4,6,113,5.0833335,3,147,4,25.840279,131.35475,9,27,21609,3176523,16,64
24925,2015,1984,0,1,0,0,0,0,0,138,63,3,3,90,6.0833335,4,113,6,37.006947,225.1256,16,64,12769,1442897,36,216
24933,2014,1984,0,1,0,0,0,0,0,187,7,1,0,27,2.25,,,,5.0625,11.390625,,,,,,
24933,2015,1984,0,1,0,0,0,0,0,187,2,1,2,25,3.25,1,27,0,10.5625,34.328125,1,1,729,19683,0,0
24977,2014,1985,1,0,0,1,0,0,0,228,4,0,1,5,1.75,,,,3.0625,5.359375,,,,,,
24977,2015,1985,1,0,0,1,0,0,0,228,15,0,1,78,2.75,0,5,1,7.5625,20.796875,0,0,25,125,1,1
25031,2014,1983,0,1,0,0,0,0,0,188,16,5,2,58,2.25,,,,5.0625,11.390625,,,,,,
25031,2015,1983,0,1,0,0,0,0,0,188,21,2,1,112,3.25,5,58,2,10.5625,34.328125,25,125,3364,195112,4,8
25044,2015,1988,1,1,0,0,0,0,0,249,4,0,3,33,2.4166667,,,,5.8402781,14.114006,,,,,,
25064,2015,1985,1,1,0,0,0,0,0,283,0,0,0,1,1.75,,,,3.0625,5.359375,,,,,,
25070,2014,1984,0,1,0,0,0,0,0,202,13,2,5,22,2.0833333,,,,4.3402777,9.042244,,,,,,
25070,2015,1984,0,1,0,0,0,0,0,202,7,1,4,22,3.0833333,2,22,5,9.5069437,29.313076,4,8,484,10648,25,125
25141,2014,1981,0,0,1,0,0,0,0,233,0,0,0,7,1.75,,,,3.0625,5.359375,,,,,,
25141,2015,1981,0,0,1,0,0,0,0,233,2,1,0,31,2.75,0,7,0,7.5625,20.796875,0,0,49,343,0,0
25152,2014,1984,0,1,0,0,0,0,0,235,0,0,0,4,1.5833334,,,,2.5069447,3.9693291,,,,,,
25152,2015,1984,0,1,0,0,0,0,0,235,6,0,1,46,2.5833333,0,4,0,6.6736107,17.24016,0,0,16,64,0,0
25171,2009,1981,0,0,0,0,1,0,0,48,2,0,2,33,2.4166667,,,,5.8402781,14.114006,,,,,,
25171,2010,1981,0,0,0,0,1,0,0,48,14,2,2,50,3.4166667,0,33,2,11.673612,39.884842,0,0,1089,35937,4,8
25171,2011,1981,0,0,0,0,1,0,0,48,32,1,0,55,4.4166665,2,50,2,19.506943,86.155663,4,8,2500,125000,4,8
25171,2012,1981,0,0,0,0,1,0,0,48,14,0,2,43,5.4166665,1,55,0,29.340277,158.92648,1,1,3025,166375,0,0
25171,2013,1981,0,0,0,0,1,0,0,48,4,0,2,25,6.4166665,0,43,2,41.173611,264.19733,0,0,1849,79507,4,8
25171,2014,1981,0,0,0,0,1,0,0,48,8,1,0,19,7.4166665,0,25,2,55.006943,407.96814,0,0,625,15625,4,8
25171,2015,1981,0,0,0,0,1,0,0,48,6,0,0,15,8.416667,1,19,0,70.840286,596.23907,1,1,361,6859,0,0
25175,2014,1982,0,0,0,1,0,0,0,201,1,0,1,16,2.0833333,,,,4.3402777,9.042244,,,,,,
25175,2015,1982,0,0,0,1,0,0,0,201,0,0,0,17,3.0833333,0,16,1,9.5069437,29.313076,0,0,256,4096,1,1
25195,2008,1984,0,0,0,1,0,0,0,20,1,0,0,0,1.5833334,,,,2.5069447,3.9693291,,,,,,
25195,2009,1984,0,0,0,1,0,0,0,20,3,0,2,7,2.5833333,0,0,0,6.6736107,17.24016,0,0,0,0,0,0
25195,2010,1984,0,0,0,1,0,0,0,20,6,0,0,18,3.5833333,0,7,2,12.840278,46.010994,0,0,49,343,4,8
25195,2011,1984,0,0,0,1,0,0,0,20,6,1,0,105,4.5833335,0,18,0,21.006947,96.281837,0,0,324,5832,0,0
25195,2012,1984,0,0,0,1,0,0,0,20,22,0,2,92,5.5833335,1,105,0,31.173613,174.05267,1,1,11025,1157625,0,0
25195,2013,1984,0,0,0,1,0,0,0,20,8,1,1,87,6.5833335,0,92,2,43.340279,285.32352,0,0,8464,778688,4,8
25195,2014,1984,0,0,0,1,0,0,0,20,14,0,0,97,7.5833335,1,87,1,57.506947,436.09436,1,1,7569,658503,1,1
25195,2015,1984,0,0,0,1,0,0,0,20,3,0,0,15,8.583333,0,97,0,73.673607,632.36511,0,0,9409,912673,0,0
25199,2015,1979,1,0,0,1,0,0,0,265,0,0,0,0,2.0833333,,,,4.3402777,9.042244,,,,,,
25200,2009,1982,1,1,0,0,0,0,0,39,8,0,2,32,2.5,,,,6.25,15.625,,,,,,
25200,2010,1982,1,1,0,0,0,0,0,39,1,1,0,29,3.5,0,32,2,12.25,42.875,0,0,1024,32768,4,8
25200,2011,1982,1,1,0,0,0,0,0,39,4,1,1,14,4.5,1,29,0,20.25,91.125,1,1,841,24389,0,0
25200,2012,1982,1,1,0,0,0,0,0,39,0,0,0,12,5.5,1,14,1,30.25,166.375,1,1,196,2744,1,1
25200,2013,1982,1,1,0,0,0,0,0,39,4,0,0,22,6.5,0,12,0,42.25,274.625,0,0,144,1728,0,0
25200,2014,1982,1,1,0,0,0,0,0,39,6,0,0,9,7.5,0,22,0,56.25,421.875,0,0,484,10648,0,0
25200,2015,1982,1,1,0,0,0,0,0,39,0,1,0,0,8.5,0,9,0,72.25,614.125,0,0,81,729,0,0
25202,2011,1979,0,0,0,1,0,0,0,138,6,0,2,23,2.0833333,,,,4.3402777,9.042244,,,,,,
25202,2012,1979,0,0,0,1,0,0,0,138,5,1,1,52,3.0833333,0,23,2,9.5069437,29.313076,0,0,529,12167,4,8
25202,2013,1979,0,0,0,1,0,0,0,138,14,1,2,36,4.0833335,1,52,1,16.673613,68.083923,1,1,2704,140608,1,1
25202,2014,1979,0,0,0,1,0,0,0,138,6,2,1,89,5.0833335,1,36,2,25.840279,131.35475,1,1,1296,46656,4,8
25202,2015,1979,0,0,0,1,0,0,0,138,13,3,2,126,6.0833335,2,89,1,37.006947,225.1256,4,8,7921,704969,1,1
25204,2008,1971,0,0,0,1,0,0,0,1,0,0,0,10,1.75,,,,3.0625,5.359375,,,,,,
25204,2009,1971,0,0,0,1,0,0,0,1,5,1,3,27,2.75,0,10,0,7.5625,20.796875,0,0,100,1000,0,0
25204,2010,1971,0,0,0,1,0,0,0,1,3,1,0,6,3.75,1,27,3,14.0625,52.734375,1,1,729,19683,9,27
25204,2011,1971,0,0,0,1,0,0,0,1,5,0,0,14,4.75,1,6,0,22.5625,107.17188,1,1,36,216,0,0
25204,2012,1971,0,0,0,1,0,0,0,1,1,1,1,28,5.75,0,14,0,33.0625,190.10938,0,0,196,2744,0,0
25204,2013,1971,0,0,0,1,0,0,0,1,1,1,0,18,6.75,1,28,1,45.5625,307.54688,1,1,784,21952,1,1
25204,2014,1971,0,0,0,1,0,0,0,1,2,0,1,18,7.75,1,18,0,60.0625,465.48438,1,1,324,5832,0,0
25204,2015,1971,0,0,0,1,0,0,0,1,6,3,1,27,8.75,0,18,1,76.5625,669.92188,0,0,324,5832,1,1
25280,2009,1977,1,0,0,1,0,0,0,96,2,0,0,7,1.75,,,,3.0625,5.359375,,,,,,
25280,2010,1977,1,0,0,1,0,0,0,96,0,0,1,42,2.75,0,7,0,7.5625,20.796875,0,0,49,343,0,0
25280,2011,1977,1,0,0,1,0,0,0,96,2,1,0,28,3.75,0,42,1,14.0625,52.734375,0,0,1764,74088,1,1
25280,2012,1977,1,0,0,1,0,0,0,96,0,0,1,27,4.75,1,28,0,22.5625,107.17188,1,1,784,21952,0,0
25280,2013,1977,1,0,0,1,0,0,0,96,6,1,2,21,5.75,0,27,1,33.0625,190.10938,0,0,729,19683,1,1
25280,2014,1977,1,0,0,1,0,0,0,96,10,0,0,22,6.75,1,21,2,45.5625,307.54688,1,1,441,9261,4,8
25280,2015,1977,1,0,0,1,0,0,0,96,12,0,1,16,7.75,0,22,0,60.0625,465.48438,0,0,484,10648,0,0
25290,2009,1978,0,0,0,1,0,0,0,78,4,0,1,7,2.3333333,,,,5.4444442,12.703702,,,,,,
25290,2010,1978,0,0,0,1,0,0,0,78,1,0,1,7,3.3333333,0,7,1,11.111111,37.037033,0,0,49,343,1,1
25290,2011,1978,0,0,0,1,0,0,0,78,6,0,1,2,4.3333335,0,7,1,18.777779,81.370377,0,0,49,343,1,1
25290,2012,1978,0,0,0,1,0,0,0,78,6,0,3,15,5.3333335,0,2,1,28.444447,151.70372,0,0,4,8,1,1
25290,2013,1978,0,0,0,1,0,0,0,78,23,0,1,31,6.3333335,0,15,3,40.111115,254.03706,0,0,225,3375,9,27
25290,2014,1978,0,0,0,1,0,0,0,78,23,0,4,28,7.3333335,0,31,1,53.777779,394.37039,0,0,961,29791,1,1
25290,2015,1978,0,0,0,1,0,0,0,78,19,0,0,33,8.333333,0,28,4,69.444443,578.70361,0,0,784,21952,16,64
25295,2015,1987,0,0,0,1,0,0,0,283,2,0,0,1,1.75,,,,3.0625,5.359375,,,,,,
25303,2009,1977,0,0,0,1,0,0,0,104,4,0,0,4,1.6666666,,,,2.7777777,4.6296291,,,,,,
25303,2010,1977,0,0,0,1,0,0,0,104,14,1,0,47,2.6666667,0,4,0,7.1111116,18.962965,0,0,16,64,0,0
25303,2011,1977,0,0,0,1,0,0,0,104,51,0,2,72,3.6666667,1,47,0,13.444445,49.296299,1,1,2209,103823,0,0
25303,2012,1977,0,0,0,1,0,0,0,104,48,1,0,70,4.6666665,0,72,2,21.777777,101.62962,0,0,5184,373248,4,8
25303,2013,1977,0,0,0,1,0,0,0,104,0,0,0,2,4.75,1,70,0,22.5625,107.17188,1,1,4900,343000,0,0
25304,2009,1981,0,0,0,1,0,0,0,86,2,0,0,12,1.75,,,,3.0625,5.359375,,,,,,
25304,2010,1981,0,0,0,1,0,0,0,86,23,0,2,33,2.75,0,12,0,7.5625,20.796875,0,0,144,1728,0,0
25304,2011,1981,0,0,0,1,0,0,0,86,16,3,2,29,3.75,0,33,2,14.0625,52.734375,0,0,1089,35937,4,8
25304,2012,1981,0,0,0,1,0,0,0,86,12,1,1,18,4.75,3,29,2,22.5625,107.17188,9,27,841,24389,4,8
25304,2013,1981,0,0,0,1,0,0,0,86,2,0,0,3,5.75,1,18,1,33.0625,190.10938,1,1,324,5832,1,1
25304,2014,1981,0,0,0,1,0,0,0,86,2,0,0,5,6.75,0,3,0,45.5625,307.54688,0,0,9,27,0,0
25304,2015,1981,0,0,0,1,0,0,0,86,4,0,0,0,7.75,0,5,0,60.0625,465.48438,0,0,25,125,0,0
25310,2014,1980,0,0,0,1,0,0,0,188,18,0,1,17,2.4166667,,,,5.8402781,14.114006,,,,,,
25310,2015,1980,0,0,0,1,0,0,0,188,6,0,3,34,3.4166667,0,17,1,11.673612,39.884842,0,0,289,4913,1,1
25317,2014,1985,0,0,0,1,0,0,0,219,0,1,0,8,1.8333334,,,,3.3611112,6.1620374,,,,,,
25317,2015,1985,0,0,0,1,0,0,0,219,2,0,1,21,2.8333333,1,8,0,8.0277777,22.745369,1,1,64,512,0,0
25349,2014,1974,0,0,1,0,0,0,0,202,2,1,0,0,1.6666666,,,,2.7777777,4.6296291,,,,,,
25368,2009,1982,0,0,0,1,0,0,0,33,38,1,6,72,2.5,,,,6.25,15.625,,,,,,
25368,2010,1982,0,0,0,1,0,0,0,33,20,2,0,75,3.5,1,72,6,12.25,42.875,1,1,5184,373248,36,216
25368,2011,1982,0,0,0,1,0,0,0,33,20,1,0,22,4.5,2,75,0,20.25,91.125,4,8,5625,421875,0,0
25368,2012,1982,0,0,0,1,0,0,0,33,43,2,2,136,5.5,1,22,0,30.25,166.375,1,1,484,10648,0,0
25368,2013,1982,0,0,0,1,0,0,0,33,24,2,1,192,6.5,2,136,2,42.25,274.625,4,8,18496,2515456,4,8
25368,2014,1982,0,0,0,1,0,0,0,33,23,4,0,229,7.5,2,192,1,56.25,421.875,4,8,36864,7077888,1,1
25368,2015,1982,0,0,0,1,0,0,0,33,28,6,1,140,8.5,4,229,0,72.25,614.125,16,64,52441,12008989,0,0
25383,2009,1979,0,0,1,0,0,0,0,108,0,0,1,2,1.6666666,,,,2.7777777,4.6296291,,,,,,
25383,2010,1979,0,0,1,0,0,0,0,108,7,0,0,16,2.6666667,0,2,1,7.1111116,18.962965,0,0,4,8,1,1
25383,2011,1979,0,0,1,0,0,0,0,108,2,2,0,7,3.6666667,0,16,0,13.444445,49.296299,0,0,256,4096,0,0
25383,2012,1979,0,0,1,0,0,0,0,108,2,0,0,11,4.6666665,2,7,0,21.777777,101.62962,4,8,49,343,0,0
25383,2013,1979,0,0,1,0,0,0,0,108,0,1,0,50,5.6666665,0,11,0,32.111111,181.96295,0,0,121,1331,0,0
25383,2014,1979,0,0,1,0,0,0,0,108,2,0,0,42,6.6666665,1,50,0,44.444443,296.29626,1,1,2500,125000,0,0
25383,2015,1979,0,0,1,0,0,0,0,108,4,3,0,47,7.6666665,0,42,0,58.777775,450.62961,0,0,1764,74088,0,0
25394,2011,1977,0,0,0,1,0,0,0,143,0,0,0,15,1.75,,,,3.0625,5.359375,,,,,,
25394,2012,1977,0,0,0,1,0,0,0,143,10,1,2,32,2.75,0,15,0,7.5625,20.796875,0,0,225,3375,0,0
25394,2013,1977,0,0,0,1,0,0,0,143,19,0,4,51,3.75,1,32,2,14.0625,52.734375,1,1,1024,32768,4,8
25394,2014,1977,0,0,0,1,0,0,0,143,5,0,2,55,4.75,0,51,4,22.5625,107.17188,0,0,2601,132651,16,64
25394,2015,1977,0,0,0,1,0,0,0,143,18,0,1,50,5.75,0,55,2,33.0625,190.10938,0,0,3025,166375,4,8
25398,2014,1981,1,0,0,1,0,0,0,226,0,0,0,0,1.6666666,,,,2.7777777,4.6296291,,,,,,
25398,2015,1981,1,0,0,1,0,0,0,226,8,0,1,29,2.6666667,0,0,0,7.1111116,18.962965,0,0,0,0,0,0
25406,2008,1974,0,0,0,1,0,0,0,38,1,0,0,1,1.5833334,,,,2.5069447,3.9693291,,,,,,
25406,2009,1974,0,0,0,1,0,0,0,38,4,0,4,17,2.5833333,0,1,0,6.6736107,17.24016,0,0,1,1,0,0
25406,2010,1974,0,0,0,1,0,0,0,38,10,1,1,23,3.5833333,0,17,4,12.840278,46.010994,0,0,289,4913,16,64
25406,2011,1974,0,0,0,1,0,0,0,38,6,0,1,27,4.5833335,1,23,1,21.006947,96.281837,1,1,529,12167,1,1
25406,2012,1974,0,0,0,1,0,0,0,38,6,0,1,12,5.5833335,0,27,1,31.173613,174.05267,0,0,729,19683,1,1
25406,2013,1974,0,0,0,1,0,0,0,38,5,0,0,14,6.5833335,0,12,1,43.340279,285.32352,0,0,144,1728,1,1
25406,2014,1974,0,0,0,1,0,0,0,38,2,0,0,11,7.5833335,0,14,0,57.506947,436.09436,0,0,196,2744,0,0
25406,2015,1974,0,0,0,1,0,0,0,38,7,0,1,6,8.583333,0,11,0,73.673607,632.36511,0,0,121,1331,0,0
25419,2014,1987,1,0,0,1,0,0,0,202,18,1,0,14,2.25,,,,5.0625,11.390625,,,,,,
25419,2015,1987,1,0,0,1,0,0,0,202,2,0,0,14,3.25,1,14,0,10.5625,34.328125,1,1,196,2744,0,0
25420,2008,1977,1,0,1,0,0,0,0,5,1,0,0,7,1.75,,,,3.0625,5.359375,,,,,,
25420,2009,1977,1,0,1,0,0,0,0,5,4,0,0,20,2.75,0,7,0,7.5625,20.796875,0,0,49,343,0,0
25420,2010,1977,1,0,1,0,0,0,0,5,7,1,0,31,3.75,0,20,0,14.0625,52.734375,0,0,400,8000,0,0
25420,2011,1977,1,0,1,0,0,0,0,5,3,0,0,43,4.75,1,31,0,22.5625,107.17188,1,1,961,29791,0,0
25420,2012,1977,1,0,1,0,0,0,0,5,4,0,0,14,5.75,0,43,0,33.0625,190.10938,0,0,1849,79507,0,0
25420,2013,1977,1,0,1,0,0,0,0,5,4,0,0,22,6.75,0,14,0,45.5625,307.54688,0,0,196,2744,0,0
25420,2014,1977,1,0,1,0,0,0,0,5,0,0,0,30,7.75,0,22,0,60.0625,465.48438,0,0,484,10648,0,0
25420,2015,1977,1,0,1,0,0,0,0,5,2,0,0,31,8.75,0,30,0,76.5625,669.92188,0,0,900,27000,0,0
25422,2014,1985,0,0,0,0,1,0,0,242,2,0,0,2,1.5833334,,,,2.5069447,3.9693291,,,,,,
25422,2015,1985,0,0,0,0,1,0,0,242,4,0,0,34,2.5833333,0,2,0,6.6736107,17.24016,0,0,4,8,0,0
25454,2014,1981,1,0,0,0,1,0,0,209,0,0,3,31,2.0833333,,,,4.3402777,9.042244,,,,,,
25454,2015,1981,1,0,0,0,1,0,0,209,10,1,3,64,3.0833333,0,31,3,9.5069437,29.313076,0,0,961,29791,9,27
25501,2012,1981,0,1,0,0,0,0,0,156,12,0,4,29,2.3333333,,,,5.4444442,12.703702,,,,,,
25501,2013,1981,0,1,0,0,0,0,0,156,26,0,2,67,3.3333333,0,29,4,11.111111,37.037033,0,0,841,24389,16,64
25501,2014,1981,0,1,0,0,0,0,0,156,14,0,2,90,4.3333335,0,67,2,18.777779,81.370377,0,0,4489,300763,4,8
